Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,0.20387359836901378,1.0,1.0,0.9074902450428202,1.0
Stage 4_JF,0.9683995922528046,0.0,0.0,0.0,0.0
Original Model_JF,1.0,1.0,1.0,1.0,1.0
Last 2_JF,0.615698267074412,0.0,0.0,0.15074704925540358,0.0
Last 2_Kevin,0.0,0.0,0.0,0.15734984509890593,0.0
