name,ΔAcc,ΔParams(%)
Original Model_JF,0.0,0.0
Last 2_JF,-0.012000000000000455,-11.214999506155118
Original Model_Kevin,-1.7360000000000042,0.0
Last 2_Kevin,-1.8520000000000039,-11.214999506155118
Stage 4_Kevin,-1.612000000000009,-11.214999506155118
Stage 3_Kevin,-4.306000000000012,-1.9156652299583898
Stage 4_JF,0.2560000000000002,-11.214999506155118
Stage 3_JF,-2.912000000000006,-1.9156652299583898
Stage 4-5_JF,0.3219999999999885,-11.214999506155118
Stage 4-5_Kevin,-1.612000000000009,-11.214999506155118
Stage 3-5_JF,-2.8440000000000083,-1.9156652299583898
Stage 3-5_Kevin,-4.356000000000009,-1.9156652299583898
Stage 1-5_JF,-2.754000000000005,-0.04577863660141353
Stage 1-5_Kevin,-5.510000000000005,-0.04577863660141353
Stage 4 last 2 conv_JF,0.17399999999999238,0.5929622488250063
Stage 4 last 2 conv_Kevin,-1.6060000000000088,0.5929622488250063
