Model,Params,Time,Accuracy
Original Model_JF,11481338,0.020924547243118288,69.032
Stage 4-5_JF,10125626,0.010504052782058714,68.998
Stage 4-5_Kevin,10125626,0.010442276787757873,67.02
Stage 4_Kevin,10125626,0.02063350400924683,67.194
