Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Stage 4_Kevin,0.8569576490924813,0.0,0.0,0.10861224027647945,0.5379310344827586
Original Model_JF,0.9991356957649092,1.0,1.0,0.2589600217148337,1.0
Stage 3_Kevin,0.7052722558340537,0.8291318510126044,0.3165274040504178,0.6153544404489523,0.4689655172413793
Stage 2_Kevin,0.0,0.976703016569891,0.5756974932729075,0.06806809299700384,0.0
Stage 2_JF,0.03284356093344879,0.976703016569891,0.5756974932729075,0.7572048226307931,0.0
Stage 4-5_Kevin,0.8667530970901761,0.0,0.0,0.0,0.5379310344827586
Stage 4-5_JF,1.0,0.0,0.0,0.2369140830000301,0.5379310344827586
Stage 2-5_JF,0.03284356093344879,0.976703016569891,0.5756974932729075,0.8394613756239462,0.0
Stage 3-5_Kevin,0.7095937770095077,0.8291318510126044,0.3165274040504178,0.4143551467193029,0.4689655172413793
Stage 2-5_Kevin,0.0,0.976703016569891,0.5756974932729075,0.7504600369013762,0.0
Stage 1-5_JF,0.74863151829444,0.9956804985129585,0.7235519048293443,0.6687873295791179,0.20229885057471264
Stage 4 last 2 conv_Kevin,0.8706424661480847,1.0,1.0,0.9258006095378415,0.6436781609195402
Stage 3 last 2 conv_Kevin,0.8248343416882741,1.0,1.0,0.2754045002916203,0.6436781609195402
Stage 4 last 2 conv_JF,0.9622587150677038,1.0,1.0,0.787211162531762,0.6436781609195402
Stage 3 last 2 conv_JF,0.9337366753097089,1.0,1.0,0.8372237442939925,0.6436781609195402
Stage 1-5_Kevin,0.6189858830308269,0.9956804985129585,0.7235519048293443,0.2459129361277074,0.20229885057471264
Stage 2 last 2 conv_JF,0.17574186113511991,0.9790988056460369,0.6655808903365906,0.2151674825748843,0.5149425287356322
Stage 4 first 2 conv_JF,0.8733794295592051,1.0,1.0,0.24982345163585898,0.6436781609195402
Stage 3 first 2 conv_Kevin,0.5106597522327861,1.0,1.0,0.17033998055353536,0.6436781609195402
Stage 1 last 2 conv_JF,0.8501872659176031,0.9961407732615777,0.7530094887409715,0.9122958803715664,0.42298850574712643
Stage 3 first 2 conv_JF,0.5620858542206858,1.0,1.0,1.0,0.6436781609195402
Stage 1 last 2 conv_Kevin,0.6885623739556326,0.9961407732615777,0.7530094887409715,0.9059816139027235,0.42298850574712643
