Model,FLOPs,Inference Time (s)
Original Model_Kevin,32595197952.0,0.02117030725479126
Stage 4_JF,29818699776.0,0.01954697117805481
Original Model_JF,32595197952.0,0.021335790491104123
Last 2_JF,29818699776.0,0.019816630411148072
Last 2_Kevin,29818699776.0,0.01982844161987305
