Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,67.492,11481338,32595197952,0.02117030725479126,756.73828125
Stage 4_JF,68.992,10125626,29818699776,0.01954697117805481,681.36328125
Original Model_JF,69.054,11481338,32595197952,0.021335790491104123,756.73828125
Last 2_JF,68.3,10125626,29818699776,0.019816630411148072,681.36328125
Last 2_Kevin,67.092,10125626,29818699776,0.01982844161987305,681.36328125
Stage 2-5_JF,55.58,11449754,31417122816,0.010126785612106321,593.61328125
Stage 4-5_JF,69.044,10125626,29818699776,0.017380411195755008,681.36328125
Stage 4-5_Kevin,67.194,10125626,29818699776,0.018644183778762816,681.36328125
Stage 3-5_JF,66.458,11249690,30697537536,0.020934043216705323,670.11328125
Stage 1-5_JF,65.554,11475482,31827640320,0.018550499296188357,626.61328125
Stage 2 last 2 conv_JF,57.6,11453002,31666683904,0.020555240011215205,677.61328125
Stage 4 first 2 conv_JF,67.286,11481338,32595197952,0.02156221899986267,698.61328125
Stage 2 last 2 conv_Kevin,57.07,11453002,31666683904,0.021568846416473386,677.61328125
Stage 1 last 2 conv_Kevin,64.72,11476106,31909429248,0.021967927932739263,662.61328125
Stage 2 first 2 conv_JF,56.0,11453002,31523553280,0.021754518556594847,614.61328125
Stage 2 first 2 conv_Kevin,55.542,11453002,31523553280,0.021608439874649048,614.61328125
Stage 1 first 2 conv_JF,66.244,11476106,31909429248,0.020640638446807868,662.61328125
Stage 3 first 2 conv_Kevin,62.25,11481338,32595197952,0.02119016003608704,698.61328125
Stage 1 first 2 conv_Kevin,63.506,11476106,31909429248,0.021768024063110354,662.61328125
