Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Stage 4_Kevin,0.8569576490924813,0.0,0.0,0.11731709739389623,0.5379310344827586
Original Model_JF,0.9991356957649092,1.0,1.0,0.2797146805121528,1.0
Stage 3_Kevin,0.7052722558340537,0.8291318510126044,0.3165274040504178,0.6646727536247103,0.4689655172413793
Stage 2_Kevin,0.0,0.976703016569891,0.5756974932729075,0.0735234912309934,0.0
Stage 2_JF,0.03284356093344879,0.976703016569891,0.5756974932729075,0.8178919033211577,0.0
Stage 4-5_Kevin,0.8667530970901761,0.0,0.0,0.0,0.5379310344827586
Stage 4-5_JF,1.0,0.0,0.0,0.25590184383038733,0.5379310344827586
Stage 2-5_JF,0.03284356093344879,0.976703016569891,0.5756974932729075,0.9067410055422238,0.0
Stage 3-5_Kevin,0.7095937770095077,0.8291318510126044,0.3165274040504178,0.4475641325470162,0.4689655172413793
Stage 2-5_Kevin,0.0,0.976703016569891,0.5756974932729075,0.810606548721117,0.0
Stage 1-5_JF,0.74863151829444,0.9956804985129585,0.7235519048293443,0.7223880851763272,0.20229885057471264
Stage 4 last 2 conv_Kevin,0.8706424661480847,1.0,1.0,1.0,0.6436781609195402
Stage 3 last 2 conv_Kevin,0.8248343416882741,1.0,1.0,0.2974771213740093,0.6436781609195402
Stage 4 last 2 conv_JF,0.9622587150677038,1.0,1.0,0.850303137005642,0.6436781609195402
