Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,0.0,1.0,1.0,0.9074902450428202,1.0
Stage 4_JF,0.9603072983354688,0.0,0.0,0.0,0.0
Original Model_JF,1.0,1.0,1.0,1.0,1.0
