name,ΔAcc,ΔParams(%)
Stage 4_Kevin,0.0,0.0
Original Model_JF,1.9739999999999895,13.388920349220879
Stage 3_Kevin,-2.1060000000000088,11.101180312209832
Stage 2_Kevin,-11.89800000000001,13.07699889369803
Stage 2_JF,-11.442000000000007,13.07699889369803
Stage 4-5_Kevin,0.13599999999999568,0.0
Stage 4-5_JF,1.98599999999999,0.0
Stage 2-5_JF,-11.442000000000007,13.07699889369803
Stage 3-5_Kevin,-2.0460000000000065,11.101180312209832
Stage 2-5_Kevin,-11.89800000000001,13.07699889369803
Stage 1-5_JF,-1.5040000000000049,13.33108688786254
Stage 4 last 2 conv_Kevin,0.18999999999999773,13.388920349220879
Stage 3 last 2 conv_Kevin,-0.44600000000001216,13.388920349220879
Stage 4 last 2 conv_JF,1.461999999999989,13.388920349220879
Stage 3 last 2 conv_JF,1.0659999999999883,13.388920349220879
Stage 1-5_Kevin,-3.304000000000009,13.33108688786254
Stage 2 last 2 conv_JF,-9.458000000000006,13.10907592281208
Stage 4 first 2 conv_JF,0.22799999999999443,13.388920349220879
Stage 3 first 2 conv_Kevin,-4.808000000000007,13.388920349220879
Stage 1 last 2 conv_JF,-0.0940000000000083,13.337249469810558
Stage 3 first 2 conv_JF,-4.094000000000008,13.388920349220879
