Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,0.8843990526939018,1.0,1.0,0.9326398875758664,1.0
Stage 4_JF,0.9954114860864418,0.0,0.0,0.7955470267031597,0.5379310344827586
Original Model_JF,1.0,1.0,1.0,0.9466151639328197,1.0
Last 2_JF,0.9441977501480162,0.0,0.0,0.8183201026270414,0.5379310344827586
Last 2_Kevin,0.8547957371225575,0.0,0.0,0.8193175746956269,0.5379310344827586
Stage 2-5_JF,0.002812314979277435,0.976703016569891,0.5756974932729075,0.0,0.0
Stage 4-5_JF,0.999259917110716,0.0,0.0,0.6125781945048829,0.5379310344827586
Stage 4-5_Kevin,0.8623445825932505,0.0,0.0,0.719305446723253,0.5379310344827586
Stage 3-5_JF,0.8078744819419772,0.8291318510126044,0.3165274040504178,0.9126870796719995,0.4689655172413793
Stage 1-5_JF,0.7409709887507401,0.9956804985129585,0.7235519048293443,0.7113936692918462,0.20229885057471264
Stage 2 last 2 conv_JF,0.1523090586145648,0.9790988056460369,0.6655808903365906,0.8806966521243074,0.5149425287356322
Stage 4 first 2 conv_JF,0.8691533451746595,1.0,1.0,0.9657373484845585,0.6436781609195402
Stage 2 last 2 conv_Kevin,0.11308466548253394,0.9790988056460369,0.6655808903365906,0.9662970425099541,0.5149425287356322
Stage 1 last 2 conv_Kevin,0.6792480757844876,0.9961407732615777,0.7530094887409715,1.0,0.42298850574712643
Stage 2 first 2 conv_JF,0.03389579632918875,0.9790988056460369,0.614030118491243,0.9819772982736172,0.12873563218390804
Stage 2 first 2 conv_Kevin,0.0,0.9790988056460369,0.614030118491243,0.9696407619842712,0.12873563218390804
Stage 1 first 2 conv_JF,0.7920367081113083,0.9961407732615777,0.7530094887409715,0.8879086620199961,0.42298850574712643
Stage 3 first 2 conv_Kevin,0.49644760213143857,1.0,1.0,0.934316480995505,0.6436781609195402
Stage 1 first 2 conv_Kevin,0.5894020130254587,0.9961407732615777,0.7530094887409715,0.9831178560128797,0.42298850574712643
