Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_Kevin,0.884107434337439,1.0,1.0,0.9581624860838392,1.0
Stage 4_JF,0.9953999109660189,0.0,0.0,0.5477502460629567,0.5379310344827586
Original Model_JF,1.0,1.0,1.0,1.0,1.0
Last 2_JF,0.9440569817480334,0.0,0.0,0.6159255619954483,0.5379310344827586
Last 2_Kevin,0.8544294405698173,0.0,0.0,0.6189116747909689,0.5379310344827586
Stage 2-5_JF,0.0,0.976703016569891,0.5756974932729075,0.46790960989226493,0.0
Stage 4-5_JF,0.999258050155809,0.0,0.0,0.0,0.5379310344827586
Stage 4-5_Kevin,0.8619973289805609,0.0,0.0,0.31950730603606087,0.5379310344827586
Stage 3-5_JF,0.8073898204481375,0.8291318510126044,0.3165274040504178,0.8984301518513814,0.4689655172413793
Stage 1-5_JF,0.7403175545333136,0.9956804985129585,0.7235519048293443,0.29582197131111615,0.20229885057471264
