Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
ConvNeXt,TinyImageNet,Dynamic_Region_All_Combined,False,"[['features.2.1.pwconv1', 'features.2.1.pwconv2'], ['features.2.2.pwconv1', 'features.3.1'], ['features.4.1.pwconv1', 'features.4.1.pwconv2'], ['features.4.2.pwconv1', 'features.4.2.pwconv2'], ['features.4.3.pwconv1', 'features.4.3.pwconv2'], ['features.4.4.pwconv1', 'features.4.4.pwconv2'], ['features.4.5.pwconv1', 'features.4.5.pwconv2'], ['features.4.6.pwconv1', 'features.4.6.pwconv2'], ['features.4.7.pwconv1', 'features.4.7.pwconv2'], ['features.4.8.pwconv1', 'features.6.0.pwconv1'], ['features.6.1.dwconv', 'features.6.1.pwconv1']]",-27.142000000000003,96.98585053911629,79.12276748579046,52.054894358241796
ConvNeXt,TinyImageNet,Set_9,False,"['features.4.8.pwconv1', 'features.6.0.pwconv1']",-19.85000000000001,92.9130295895521,63.057299355384885,34.14353285863172
ConvNeXt,TinyImageNet,Set_10,False,"['features.6.1.dwconv', 'features.6.1.pwconv1']",-0.7790000000000106,16.887038531020735,5.178822255963378,1.1194600937256327
ConvNeXt,TinyImageNet,Set_8,False,"['features.4.7.pwconv1', 'features.4.7.pwconv2']",1.2239999999999895,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_0,False,"['features.2.1.pwconv1', 'features.2.1.pwconv2']",1.2680000000000007,1.059043263427284,5.18893056225348,4.47784037490252
ConvNeXt,TinyImageNet,Set_7,False,"['features.4.6.pwconv1', 'features.4.6.pwconv2']",1.492999999999995,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_5,False,"['features.4.4.pwconv1', 'features.4.4.pwconv2']",1.5480000000000018,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_6,False,"['features.4.5.pwconv1', 'features.4.5.pwconv2']",1.6949999999999932,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_2,False,"['features.4.1.pwconv1', 'features.4.1.pwconv2']",1.7209999999999894,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_3,False,"['features.4.2.pwconv1', 'features.4.2.pwconv2']",1.7329999999999899,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_4,False,"['features.4.3.pwconv1', 'features.4.3.pwconv2']",1.887999999999991,4.226564106406505,5.182191691393411,2.2389201874512654
ConvNeXt,TinyImageNet,Set_1,False,"['features.2.2.pwconv1', 'features.3.1']",3.408999999999992,4.072820949564182,16.06546813040558,17.91136149961008
ConvNeXt,TinyImageNet,Control (Continued),False,None,0.0,0.0,0.0,0.0
ConvNeXt,TinyImageNet,Dynamic_Region_All_Combined,True,"[['features.2.1.pwconv1', 'features.2.1.pwconv2'], ['features.2.2.pwconv1', 'features.3.1'], ['features.4.1.pwconv1', 'features.4.1.pwconv2'], ['features.4.2.pwconv1', 'features.4.2.pwconv2'], ['features.4.3.pwconv1', 'features.4.3.pwconv2'], ['features.4.4.pwconv1', 'features.4.4.pwconv2'], ['features.4.5.pwconv1', 'features.4.5.pwconv2'], ['features.4.6.pwconv1', 'features.4.6.pwconv2'], ['features.4.7.pwconv1', 'features.4.7.pwconv2'], ['features.4.8.pwconv1', 'features.6.0.pwconv1'], ['features.6.1.dwconv', 'features.6.1.pwconv1']]",-27.302000000000007,96.98585053911629,79.12276748579046,75.57266651604486
ConvNeXt,TinyImageNet,Set_9,True,"['features.4.8.pwconv1', 'features.6.0.pwconv1']",-19.593000000000004,92.9130295895521,63.057299355384885,66.89685078967122
ConvNeXt,TinyImageNet,Set_10,True,"['features.6.1.dwconv', 'features.6.1.pwconv1']",-1.0559999999999974,16.887038531020735,5.178822255963378,50.38481440721818
ConvNeXt,TinyImageNet,Set_8,True,"['features.4.7.pwconv1', 'features.4.7.pwconv2']",0.9759999999999991,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_5,True,"['features.4.4.pwconv1', 'features.4.4.pwconv2']",1.208999999999989,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_6,True,"['features.4.5.pwconv1', 'features.4.5.pwconv2']",1.2449999999999903,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_0,True,"['features.2.1.pwconv1', 'features.2.1.pwconv2']",1.2989999999999924,1.059043263427284,5.18893056225348,51.64420701265953
ConvNeXt,TinyImageNet,Set_4,True,"['features.4.3.pwconv1', 'features.4.3.pwconv2']",1.4269999999999925,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_7,True,"['features.4.6.pwconv1', 'features.4.6.pwconv2']",1.5109999999999957,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_2,True,"['features.4.1.pwconv1', 'features.4.1.pwconv2']",1.6970000000000027,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_3,True,"['features.4.2.pwconv1', 'features.4.2.pwconv2']",1.8190000000000026,4.226564106406505,5.182191691393411,50.8046119423653
ConvNeXt,TinyImageNet,Set_1,True,"['features.2.2.pwconv1', 'features.3.1']",3.5079999999999956,4.072820949564182,16.06546813040558,58.6408325984447
ConvNeXt,TinyImageNet,Control (Continued),True,None,-0.012000000000000455,0.0,0.0,49.965016872071075
