Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
InceptionNet,TinyImageNet,Set_2,False,"['stage4.inception_4e.branch2.0.conv', 'stage4.inception_4e.branch3.1.conv']",-0.7430000000000021,6.925761967024002,5.268392503521424,0.4833622106712898
InceptionNet,TinyImageNet,Set_1,False,"['stage4.inception_4c.branch3.0.conv', 'stage4.inception_4c.branch4.1.conv']",2.3349999999999937,4.002695191204674,3.0444463939485633,0.8103425296548061
InceptionNet,TinyImageNet,Set_5,False,"['stage4.inception_4a.branch1.conv', 'stage4.inception_4a.branch2.0.conv']",4.3629999999999995,2.101835290709475,1.5956581695667715,0.5402283531032004
InceptionNet,TinyImageNet,Set_0,False,"['stage4.inception_4a.branch4.1.conv', 'stage4.inception_4b.branch2.0.conv']",5.342999999999996,9.373419776030122,7.137879335990139,4.9047047847527665
InceptionNet,TinyImageNet,Set_3,False,"['stage5.inception_5a.branch3.1.conv', 'stage5.inception_5b.branch1.conv']",6.660999999999994,26.444429787294577,5.040793373701213,1.229730330090184
InceptionNet,TinyImageNet,Dynamic_Region_All_Combined,False,"[['stage4.inception_4a.branch4.1.conv', 'stage4.inception_4b.branch2.0.conv'], ['stage4.inception_4c.branch3.0.conv', 'stage4.inception_4c.branch4.1.conv'], ['stage4.inception_4e.branch2.0.conv', 'stage4.inception_4e.branch3.1.conv'], ['stage5.inception_5a.branch3.1.conv', 'stage5.inception_5b.branch1.conv'], ['stage5.inception_5b.branch3.0.conv', 'stage5.inception_5b.branch4.1.conv'], ['stage4.inception_4a.branch1.conv', 'stage4.inception_4a.branch2.0.conv']]",8.093999999999994,46.746306721553374,20.49151160716134,7.4281398551690465
InceptionNet,TinyImageNet,Control (Continued),False,None,0.0,0.0,0.0,0.0
InceptionNet,TinyImageNet,Set_1,True,"['stage4.inception_4c.branch3.0.conv', 'stage4.inception_4c.branch4.1.conv']",0.7039999999999935,4.002695191204674,3.0444463939485633,50.405171264827395
InceptionNet,TinyImageNet,Set_2,True,"['stage4.inception_4e.branch2.0.conv', 'stage4.inception_4e.branch3.1.conv']",1.5599999999999952,6.925761967024002,5.268392503521424,50.241681105335644
InceptionNet,TinyImageNet,Set_4,True,"['stage5.inception_5b.branch3.0.conv', 'stage5.inception_5b.branch4.1.conv']",1.6779999999999973,9.55939314226445,1.8208916089947458,49.93247145586211
InceptionNet,TinyImageNet,Set_5,True,"['stage4.inception_4a.branch1.conv', 'stage4.inception_4a.branch2.0.conv']",3.0389999999999944,2.101835290709475,1.5956581695667715,50.27011417655161
InceptionNet,TinyImageNet,Set_0,True,"['stage4.inception_4a.branch4.1.conv', 'stage4.inception_4b.branch2.0.conv']",5.628999999999998,9.373419776030122,7.137879335990139,52.452352392376376
InceptionNet,TinyImageNet,Set_3,True,"['stage5.inception_5a.branch3.1.conv', 'stage5.inception_5b.branch1.conv']",7.161999999999999,26.444429787294577,5.040793373701213,50.614865165045096
InceptionNet,TinyImageNet,Dynamic_Region_All_Combined,True,"[['stage4.inception_4a.branch4.1.conv', 'stage4.inception_4b.branch2.0.conv'], ['stage4.inception_4c.branch3.0.conv', 'stage4.inception_4c.branch4.1.conv'], ['stage4.inception_4e.branch2.0.conv', 'stage4.inception_4e.branch3.1.conv'], ['stage5.inception_5a.branch3.1.conv', 'stage5.inception_5b.branch1.conv'], ['stage5.inception_5b.branch3.0.conv', 'stage5.inception_5b.branch4.1.conv'], ['stage4.inception_4a.branch1.conv', 'stage4.inception_4a.branch2.0.conv']]",8.495999999999995,46.746306721553374,20.49151160716134,53.71406992758452
InceptionNet,TinyImageNet,Control (Continued),True,None,-0.32200000000000273,0.0,0.0,50.0
