Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
VGG16,CIFAR-10,Set_0,False,"['features.conv_5', 'features.conv_10']",,,,
VGG16,CIFAR-10,Control (Continued),False,None,0.0,0.0,0.0,0.0
VGG16,CIFAR-10,Set_0,True,"['features.conv_5', 'features.conv_10']",-0.2259999999999991,21.721525530217857,55.48318784550794,55.837645057498534
VGG16,CIFAR-10,Control (Continued),True,None,-0.031999999999996476,0.0,0.0,50.0
