Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
RegNetX_400MF,TinyImageNet,Set_6,False,"['stage4.stage4_block1.block.conv2', 'stage4.stage4_block3.block.conv2']",-1.5679999999999978,18.750587687998298,11.009473015085502,11.072311790865763
RegNetX_400MF,TinyImageNet,Set_3,False,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",1.071000000000005,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_2,False,"['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3']",1.240000000000002,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Dynamic_Region_All_Combined,False,"[['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3'], ['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3'], ['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3'], ['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3'], ['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3'], ['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3'], ['stage4.stage4_block1.block.conv2', 'stage4.stage4_block3.block.conv2'], ['stage4.stage4_block4.block.conv1', 'stage4.stage4_block4.block.conv2'], ['stage4.stage4_block6.block.conv1', 'stage4.stage4_block6.block.conv2'], ['stage4.stage4_block9.block.conv1', 'stage4.stage4_block9.block.conv2'], ['stage4.stage4_block10.block.conv1', 'stage4.stage4_block10.block.conv2'], ['stage4.stage4_block11.block.conv1', 'stage4.stage4_block11.block.conv2']]",1.2860000000000014,27.967515081929896,15.14287043209972,9.23824787458739
RegNetX_400MF,TinyImageNet,Set_11,False,"['stage4.stage4_block11.block.conv1', 'stage4.stage4_block11.block.conv2']",2.484000000000009,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_8,False,"['stage4.stage4_block6.block.conv1', 'stage4.stage4_block6.block.conv2']",2.7630000000000052,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_7,False,"['stage4.stage4_block4.block.conv1', 'stage4.stage4_block4.block.conv2']",2.7830000000000013,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_9,False,"['stage4.stage4_block9.block.conv1', 'stage4.stage4_block9.block.conv2']",2.945999999999998,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_4,False,"['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3']",3.0559999999999974,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_0,False,"['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3']",3.7650000000000006,0.4750993502026568,1.1085443185165689,6.996614199136042
