Layer,Mean Activation,Variance
stem.conv1,0.03964489325881004,2.2124414443969727
stem.conv2,-2.4034085273742676,33.358821868896484
block1.depthwise,-0.0499114990234375,0.36529237031936646
block1.pointwise,0.021409261971712112,3.234267234802246
block2.depthwise,-0.12659165263175964,1.4325165748596191
block2.pointwise,0.1421428620815277,4.898335933685303
block3.depthwise,-0.04781078174710274,1.1540038585662842
block3.pointwise,-0.1144704595208168,9.597297668457031
block4.depthwise,-0.02447255328297615,0.8954070210456848
block4.pointwise,0.05911925062537193,21.26786994934082
block5.depthwise,-0.09710551053285599,1.3492168188095093
block5.pointwise,-0.05126642808318138,204.70777893066406
fc,-0.3488922417163849,7.673463821411133
