name,ΔAcc,ΔParams(%)
Original Model_JF,0.0,0.0
Last 2_JF,8.687999999999999,-13.107288240889508
Original Model_Kevin,22.465999999999998,0.0
Last 2_Kevin,25.114,-13.107288240889508
Stage 3_JF,-8.132000000000001,-4.243913550205325
Stage 4_Kevin,14.422,-16.96511779548296
Stage 4_JF,-1.7980000000000018,-16.96511779548296
Stage 3_Kevin,2.099999999999998,-4.243913550205325
Stage 4-5_Kevin,21.720000000000002,-37.786559944796764
Stage 4-5_JF,22.626,-37.786559944796764
Stage 3-5_JF,6.756,-23.82507027112076
Stage 3-5_Kevin,0.5760000000000005,-23.82507027112076
Stage 2-5_JF,-2.0459999999999994,49.40972023374356
Stage 2-5_Kevin,-7.520000000000001,49.40972023374356
