Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_JF,14.3,34015396,170513137664,0.016804803419113157,1713.1953125
Last 2_JF,26.734,29688484,161652670464,0.02978541264533997,1707.1953125
Last 2_Kevin,42.574,29688484,161652670464,0.030272815895080563,1707.1953125
Original Model_Kevin,41.148,34015396,170513137664,0.04669216833114624,1713.1953125
Stage 4_JF,18.506,28261540,123385937920,0.04166570520401,1629.1953125
Stage 3_Kevin,18.728,32576164,123369160704,0.028253625631332397,1545.1953125
Stage 3_JF,10.066,32576164,123369160704,0.028311391973495487,1545.1953125
Stage 4_Kevin,32.496,28261540,123385937920,0.014409436750411985,1629.1953125
Stage 3-5_JF,23.514,25907620,64541949952,0.010549955129623414,1372.1953125
Stage 4-5_Kevin,39.15,21179044,108877840384,0.03358336114883422,1569.1953125
Stage 3-5_Kevin,17.862,25907620,64541949952,0.029876076793670648,1372.1953125
