name,ΔAcc,ΔParams(%)
Original Model_JF,0.0,0.0
Stage 4_JF,3.951999999999998,-16.91544617031652
Stage 4_Kevin,18.703999999999997,-16.91544617031652
Last 2_Kevin,28.632,-12.72045164489633
Stage 3_Kevin,4.428000000000001,-4.23111934372306
Stage 3_JF,-2.4960000000000004,-4.23111934372306
Last 2_JF,10.538,-12.72045164489633
Original Model_Kevin,26.638,0.0
Stage 4-5_JF,25.087999999999997,-37.736888319630324
Stage 4-5_Kevin,24.243999999999996,-37.736888319630324
Stage 3-5_JF,9.181999999999999,-23.835606676459093
Stage 3-5_Kevin,1.9839999999999982,-23.835606676459093
Stage 2-5_Kevin,-4.0600000000000005,49.39617342687999
Stage 2-5_JF,0.5439999999999987,49.39617342687999
