name,ΔAcc,ΔParams(%)
Original Model_JF,0.0,0.0
Last 2_JF,12.434000000000001,-12.72045164489633
Last 2_Kevin,28.273999999999997,-12.72045164489633
Original Model_Kevin,26.848000000000003,0.0
Stage 4_JF,4.2059999999999995,-16.91544617031652
Stage 3_Kevin,4.428000000000001,-4.23111934372306
Stage 3_JF,-4.234,-4.23111934372306
Stage 4_Kevin,18.196,-16.91544617031652
Stage 3-5_JF,9.213999999999999,-23.835606676459093
Stage 4-5_Kevin,24.849999999999998,-37.736888319630324
Stage 3-5_Kevin,3.5619999999999976,-23.835606676459093
