Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Original Model_JF,14.3,34015396,170513137664,0.016804803419113157,1713.1953125
Last 2_JF,26.734,29688484,161652670464,0.02978541264533997,1707.1953125
Last 2_Kevin,42.574,29688484,161652670464,0.030272815895080563,1707.1953125
