Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Set_0,25.812499999999993,0.48237549833952675,1.110610602836326,6.9874179836974415
Set_3,25.698500000000003,0.48237549833952675,1.110610602836326,6.9874179836974415
Set_2,24.316499999999998,0.48237549833952675,1.110610602836326,6.9874179836974415
Dynamic_Region_All_Combined,22.7605,1.9295019933581292,4.442442411345315,6.9874179836974415
Set_1,16.178499999999993,0.48237549833952675,1.110610602836326,6.9874179836974415
