Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Set_13,0.37400000000000944,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_11,0.3719999999999999,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_2,0.3580000000000041,0.47890132055375956,1.1059722501508107,6.984086623016128
Set_14,0.2680000000000007,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_10,0.2580000000000098,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_7,0.22400000000000375,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_8,0.13800000000000523,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_12,0.016000000000005343,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_1,-0.030000000000001137,0.47890132055375956,1.1059722501508107,6.984086623016128
Set_3,-0.18200000000000216,0.47890132055375956,1.1059722501508107,6.984086623016128
Dynamic_Region_All_Combined,-0.9599999999999937,13.888138296059127,6.778140419805412,5.153306634458499
Set_6,-1.4179999999999922,1.1493631693290318,0.6635833500904909,6.984086623016128
Set_9,-2.4679999999999893,1.1493631693290318,0.6635833500904909,6.984086623016128
