model,dataset,kind,model_label,param_count,flops,latency_ms,throughput_imgs_s,peak_memory_mb,robust_accuracy,attack_success_rate,transfer_success_rate,transfer_resistance,explainability_delta_asr,explainability_shap_cosine_similarity,explainability_shap_pearson_r,explainability_shap_spearman_r,explainability_shap_topk_jaccard,explainability_shap_l1_mean_abs_diff,explainability_shap_l2_distance,explainability_shap_pair_count,robustness_per_flop,transfer_resistance_per_latency
InceptionNet,Cifar100_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,InceptionNet (Dynamic_Region_All_Combined_quant),3638308,,9.5211400417611,26887.53645856976,1960.2080078125,,,,,,,,,,,,,,
InceptionNet,tinyimagenet_epochs300_pretrain100,Control_Continuted,InceptionNet (Control_Continuted),6185832,,18.002883647568524,14219.944149590472,2361.5556640625,,,,,,,,,,,,,,
InceptionNet,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined,InceptionNet (Dynamic_Region_All_Combined),3294184,,13.973025139421225,18321.014772796992,2361.5556640625,,,,,,,,,,,,,,
InceptionNet,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,InceptionNet (Dynamic_Region_All_Combined_quant),3294184,,15.474268747493625,16543.592733030724,2361.5556640625,,,,,,,,,,,,,,
MobileNet,Cifar100_epochs300_pretrain100,Control_Continuted,MobileNet (Control_Continuted),3309476,,6.264524417929351,40865.03346803413,1950.5205078125,0.0169,0.9831,,,,,,,,,,,,
XceptionNet,Cifar10_epochs300_pretrain100,Control_Continuted,XceptionNet (Control_Continuted),20827442,,14.997487119399011,17069.52624542468,2022.4326171875,,,,,,,,,,,,,,
XceptionNet,Cifar10_epochs300_pretrain100,Dynamic_Region_All_Combined,XceptionNet (Dynamic_Region_All_Combined),13839874,,20.634327153675258,12406.510669983387,2022.4326171875,,,,,,,,,,,,,,
XceptionNet,Cifar10_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,XceptionNet (Dynamic_Region_All_Combined_quant),13839874,,20.87408504448831,12264.01058798002,2022.4326171875,,,,,,,,,,,,,,
XceptionNet,Cifar100_epochs300_pretrain100,Control_Continuted,XceptionNet (Control_Continuted),21011852,,15.872782468795775,16128.237157112757,2022.5205078125,0.0451,0.9549,,,,,,,,,,,,
XceptionNet,Cifar100_epochs300_pretrain100,Dynamic_Region_All_Combined,XceptionNet (Dynamic_Region_All_Combined),13481196,,23.490107199177146,10898.204841268993,2022.5205078125,0.0455,0.9545,,,,,,,,,,,,
XceptionNet,Cifar100_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,XceptionNet (Dynamic_Region_All_Combined_quant),13481196,,22.86580551881343,11195.756903878562,2022.5205078125,0.0496,0.9504,,,,,,,,,,,,
XceptionNet,tinyimagenet_epochs300_pretrain100,Control_Continuted,XceptionNet (Control_Continuted),21216752,,40.2925688540563,6353.528883384366,2615.87451171875,,,,,,,,,,,,,,
XceptionNet,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined,XceptionNet (Dynamic_Region_All_Combined),16872640,,43.189098802395165,5927.421666548014,2615.87451171875,,,,,,,,,,,,,,
XceptionNet,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,XceptionNet (Dynamic_Region_All_Combined_quant),16872640,,42.98095789272338,5956.125981160147,2615.87451171875,,,,,,,,,,,,,,
ConvNeXt,Cifar10_epochs300_pretrain100,Control_Continuted,ConvNeXt (Control_Continuted),27827818,,11.008811835199594,23254.098973829776,1962.4326171875,,,,,,,,,,,,,,
ConvNeXt,Cifar10_epochs300_pretrain100,Dynamic_Region_All_Combined,ConvNeXt (Dynamic_Region_All_Combined),2518762,,5.58117195032537,45868.5025794763,1962.4326171875,,,,,,,,,,,,,,
ConvNeXt,Cifar10_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,ConvNeXt (Dynamic_Region_All_Combined_quant),2518762,,5.118654598481953,50013.1421401089,1962.4326171875,,,,,,,,,,,,,,
ConvNeXt,Cifar100_epochs300_pretrain100,Control_Continuted,ConvNeXt (Control_Continuted),27897028,,11.513833492062986,22234.123862957767,1962.5205078125,0.0881,0.9119,,,,,,,,,,,,
ConvNeXt,Cifar100_epochs300_pretrain100,Dynamic_Region_All_Combined,ConvNeXt (Dynamic_Region_All_Combined),2551876,,6.195033551193774,41323.42430182145,1962.5205078125,0.007,0.993,,,,,,,,,,,,
ConvNeXt,Cifar100_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,ConvNeXt (Dynamic_Region_All_Combined_quant),2551876,,5.943399085663259,43072.99515146583,1962.5205078125,0.0084,0.9916,,,,,,,,,,,,
ConvNeXt,tinyimagenet_epochs300_pretrain100,Control_Continuted,ConvNeXt (Control_Continuted),27973928,,36.89154258463532,6939.25984289471,2375.8681640625,0.0006,0.9994,,,,,,,,,,,,
ConvNeXt,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined,ConvNeXt (Dynamic_Region_All_Combined),843176,,15.680669201537969,16325.833847377598,2375.8681640625,0.0002,0.9998,,,,,,,,,,,,
ConvNeXt,tinyimagenet_epochs300_pretrain100,Dynamic_Region_All_Combined_quant,ConvNeXt (Dynamic_Region_All_Combined_quant),843176,,15.973206236958505,16026.838707414421,2375.8681640625,0.0004,0.9996,,,,,,,,,,,,
