model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar10_epochs300_pretrain100,Finetuned,DeepFool,XceptionNet (Finetuned),13839874,0.875,0.1981,0.1981,0.125,0.8019000000000001,0.8019000000000001,0.6769000000000001,0.7736000000000001,0.2264
XceptionNet,Cifar10_epochs300_pretrain100,Original,DeepFool,XceptionNet (Original),20827442,0.8826,0.1811,0.1811,0.11739999999999995,0.8189,0.8189,0.7015,0.7948107863131656,0.20518921368683435
