model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar10|epochs3_pretrain3,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.0756,0.0255,0.0255,0.9244,0.9745,0.9745,0.050100000000000006,0.6626984126984128,0.33730158730158727
ConvNeXt,Cifar10|epochs100_pretrain300,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.067,0.0084,0.0084,0.933,0.9916,0.9916,0.058600000000000006,0.8746268656716418,0.1253731343283582
ConvNeXt,Cifar10|epochs300_pretrain100,Finetuned,APGD,ConvNeXt (Finetuned),2518762,0.0671,0.0092,0.0092,0.9329,0.9908,0.9908,0.05790000000000001,0.8628912071535022,0.13710879284649774
ConvNeXt,Cifar10|epochs200_pretrain200,Finetuned,APGD,ConvNeXt (Finetuned),2482666,0.0637,0.0072,0.0072,0.9363,0.9928,0.9928,0.05650000000000001,0.8869701726844584,0.11302982731554159
ConvNeXt,Cifar10|epochs3_pretrain3,Original,APGD,ConvNeXt (Original),27827818,0.52,0.1191,0.1191,0.48,0.8809,0.8809,0.40090000000000003,0.7709615384615385,0.22903846153846152
ConvNeXt,Cifar10|epochs100_pretrain300,Original,APGD,ConvNeXt (Original),27827818,0.7525,0.1251,0.1251,0.24750000000000005,0.8749,0.8749,0.6274,0.8337541528239203,0.16624584717607974
ConvNeXt,Cifar10|epochs300_pretrain100,Original,APGD,ConvNeXt (Original),27827818,0.7556,0.1432,0.1432,0.24439999999999995,0.8568,0.8568,0.6124,0.8104817363684489,0.18951826363155105
ConvNeXt,Cifar10|epochs200_pretrain200,Original,APGD,ConvNeXt (Original),27827818,0.7534,0.1432,0.1432,0.24660000000000004,0.8568,0.8568,0.6102,0.8099283249269976,0.1900716750730024
