model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar100_epochs200_pretrain200,Finetuned,BIM,ConvNeXt (Finetuned),2551876,0.0099,0.0026,0.0026,0.9901,0.9974,0.9974,0.007300000000000001,0.7373737373737375,0.2626262626262626
ConvNeXt,Cifar100_epochs3_pretrain3,Finetuned,BIM,ConvNeXt (Finetuned),2551876,0.0099,0.0061,0.0061,0.9901,0.9939,0.9939,0.0038000000000000004,0.38383838383838387,0.6161616161616161
ConvNeXt,Cifar100_epochs300_pretrain100,Finetuned,BIM,ConvNeXt (Finetuned),2551876,0.0084,0.0033,0.0033,0.9916,0.9967,0.9967,0.0050999999999999995,0.6071428571428571,0.3928571428571429
ConvNeXt,Cifar100_epochs100_pretrain300,Finetuned,BIM,ConvNeXt (Finetuned),2551876,0.0083,0.004,0.004,0.9917,0.996,0.996,0.0043,0.5180722891566265,0.4819277108433735
ConvNeXt,Cifar100_epochs200_pretrain200,Original,BIM,ConvNeXt (Original),27897028,0.4159,0.2271,0.2271,0.5841000000000001,0.7729,0.7729,0.1888,0.4539552777109882,0.5460447222890118
ConvNeXt,Cifar100_epochs3_pretrain3,Original,BIM,ConvNeXt (Original),27897028,0.2409,0.151,0.151,0.7591,0.849,0.849,0.08990000000000001,0.37318389373183897,0.6268161062681611
ConvNeXt,Cifar100_epochs300_pretrain100,Original,BIM,ConvNeXt (Original),27897028,0.412,0.2312,0.2312,0.5880000000000001,0.7688,0.7688,0.1808,0.4388349514563107,0.5611650485436893
ConvNeXt,Cifar100_epochs100_pretrain300,Original,BIM,ConvNeXt (Original),27897028,0.4119,0.2161,0.2161,0.5881000000000001,0.7839,0.7839,0.1958,0.4753580966253945,0.5246419033746055
