model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
RegNetX_400MF,Cifar10_epochs200_pretrain200,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7689,0.0116,0.0116,0.23109999999999997,0.9884,0.9884,0.7573000000000001,0.9849135128105085,0.015086487189491479
RegNetX_400MF,Cifar10_epochs300_pretrain100,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7869,0.0359,0.0359,0.21309999999999996,0.9641,0.9641,0.751,0.9543779387469817,0.045622061253018174
RegNetX_400MF,Cifar10_epochs100_pretrain300,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.7868,0.0108,0.0108,0.21319999999999995,0.9892,0.9892,0.776,0.9862735129639044,0.013726487036095577
RegNetX_400MF,Cifar10_epochs3_pretrain3,Finetuned,CW,RegNetX_400MF (Finetuned),3997610,0.3739,0.0168,0.0168,0.6261,0.9832,0.9832,0.35710000000000003,0.9550682000534902,0.04493179994650976
RegNetX_400MF,Cifar10_epochs200_pretrain200,Original,CW,RegNetX_400MF (Original),4776362,0.7331,0.0055,0.0055,0.2669,0.9945,0.9945,0.7276,0.9924976128768245,0.007502387123175556
RegNetX_400MF,Cifar10_epochs300_pretrain100,Original,CW,RegNetX_400MF (Original),4776362,0.7662,0.0122,0.0122,0.2338,0.9878,0.9878,0.754,0.984077264421822,0.015922735578178023
RegNetX_400MF,Cifar10_epochs100_pretrain300,Original,CW,RegNetX_400MF (Original),4776362,0.7169,0.0048,0.0048,0.2831,0.9952,0.9952,0.7121,0.993304505509834,0.006695494490165992
RegNetX_400MF,Cifar10_epochs3_pretrain3,Original,CW,RegNetX_400MF (Original),4776362,0.3104,0.0039,0.0039,0.6896,0.9961,0.9961,0.3065,0.9874355670103092,0.01256443298969072
