Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
RegNetX_400MF,TinyImageNet,Set_0,False,"['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3']",-2.062999999999988,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Dynamic_Region_All_Combined,False,"[['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3'], ['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3'], ['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3'], ['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3'], ['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3'], ['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3'], ['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3'], ['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3'], ['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3'], ['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3'], ['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3'], ['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3'], ['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3'], ['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3'], ['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3'], ['stage4.stage4_block10.block.conv2', 'stage4.stage4_block11.block.conv3']]",-1.6209999999999951,25.25944878577473,13.53354315570784,7.607968837895496
RegNetX_400MF,TinyImageNet,Set_12,False,"['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3']",-0.29699999999999704,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_7,False,"['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3']",-0.1349999999999909,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_8,False,"['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3']",-0.04999999999999716,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_6,False,"['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3']",-0.009000000000000341,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_1,False,"['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3']",0.5550000000000068,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_4,False,"['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3']",0.6630000000000109,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_9,False,"['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3']",0.8140000000000072,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_14,False,"['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3']",0.8740000000000094,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_13,False,"['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3']",1.1780000000000115,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_15,False,"['stage4.stage4_block10.block.conv2', 'stage4.stage4_block11.block.conv3']",1.480000000000004,11.481567629897604,6.739639374253869,9.44203275417388
RegNetX_400MF,TinyImageNet,Set_2,False,"['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3']",1.5470000000000113,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_3,False,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",1.5940000000000083,0.4750993502026568,1.1085443185165689,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_10,False,"['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3']",2.048000000000002,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Set_11,False,"['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3']",2.3530000000000086,1.1402384404863852,0.6651265911099435,6.996614199136042
RegNetX_400MF,TinyImageNet,Control (Continued),False,None,0.0,0.0,0.0,0.0
RegNetX_400MF,TinyImageNet,Dynamic_Region_All_Combined,True,"[['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3'], ['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3'], ['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3'], ['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3'], ['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3'], ['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3'], ['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3'], ['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3'], ['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3'], ['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3'], ['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3'], ['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3'], ['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3'], ['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3'], ['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3'], ['stage4.stage4_block10.block.conv2', 'stage4.stage4_block11.block.conv3']]",-2.445999999999998,25.25944878577473,13.53354315570784,53.80398441894775
RegNetX_400MF,TinyImageNet,Set_14,True,"['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3']",-1.063999999999993,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_2,True,"['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3']",0.5440000000000111,0.4750993502026568,1.1085443185165689,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_7,True,"['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3']",0.8390000000000128,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_6,True,"['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3']",0.902000000000001,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_11,True,"['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3']",1.3300000000000125,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_8,True,"['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3']",1.4380000000000024,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_12,True,"['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3']",1.5220000000000056,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_9,True,"['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3']",1.5730000000000075,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_15,True,"['stage4.stage4_block10.block.conv2', 'stage4.stage4_block11.block.conv3']",1.5730000000000075,11.481567629897604,6.739639374253869,54.72101637708694
RegNetX_400MF,TinyImageNet,Set_13,True,"['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3']",1.7270000000000039,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_1,True,"['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3']",2.1140000000000043,0.4750993502026568,1.1085443185165689,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_0,True,"['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3']",2.1840000000000117,0.4750993502026568,1.1085443185165689,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_10,True,"['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3']",2.2220000000000084,1.1402384404863852,0.6651265911099435,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_4,True,"['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3']",2.5160000000000053,0.4750993502026568,1.1085443185165689,53.498307099568024
RegNetX_400MF,TinyImageNet,Set_3,True,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",2.625,0.4750993502026568,1.1085443185165689,53.498307099568024
RegNetX_400MF,TinyImageNet,Control (Continued),True,None,0.534000000000006,0.0,0.0,50.0
