Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
MobileNet,TinyImageNet,Control (Continued),False,None,0.0,0.0,0.0,0.0
MobileNet,TinyImageNet,Control (Continued),True,None,0.5409999999999968,0.0,0.0,50.0
