Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Set_8,4.754000000000001,25.172688252325404,17.399748314490292,3.5829987789327555
Dynamic_Region_All_Combined,4.379999999999999,45.85008499012842,33.36888180144169,8.831335018496244
Set_3,0.7979999999999983,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_6,0.2959999999999994,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_4,0.05999999999999872,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_7,0.055999999999997385,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_5,-0.0020000000000024443,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_1,-0.028000000000002245,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_2,-0.030000000000001137,2.5846745922253778,1.9951994846159171,0.6560420299454361
Set_0,-0.2759999999999998,2.5846745922253778,1.9951994846159171,0.6560420299454361
