Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Dynamic_Region_All_Combined,4.384,90.87976642653047,72.76411803367094,40.78063967063582
Set_1,3.7679999999999936,1.0646037716647405,5.19051551256341,4.469111196782006
Set_0,3.628,1.0646037716647405,5.19051551256341,4.469111196782006
Set_7,2.942,4.248755687564154,5.183774583326306,2.234555598391008
Set_6,2.843999999999994,4.248755687564154,5.183774583326306,2.234555598391008
Set_5,2.692,4.248755687564154,5.183774583326306,2.234555598391008
Set_4,2.5959999999999965,4.248755687564154,5.183774583326306,2.234555598391008
Set_8,2.2139999999999986,16.975703952066958,5.180404118707759,1.117277799195504
Set_2,2.211999999999996,39.66701233995421,47.40558485987293,27.931944979887547
Set_3,2.201999999999998,4.248755687564154,5.183774583326306,2.234555598391008
Set_9,0.8639999999999972,32.1078425911798,9.797098029963436,2.793194497988749
