Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Dynamic_Region_All_Combined,9.634,30.051910302664155,33.060102569148086,2.801782123134311
Set_1,1.2119999999999997,13.097969016019729,5.3516744351932655,0.0
Set_0,0.8019999999999996,16.953941286644426,27.70842813395481,2.801782123134311
