Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Dynamic_Region_All_Combined,1.9269999999999996,28.1262084065652,12.707798794089321,1.5709271846816808
Set_4,0.5949999999999989,6.925761967024002,5.268392503521424,0.4833622106712898
Set_3,0.21099999999999852,0.5638691771777782,0.4289785244597555,0.056866142431921674
Set_2,0.05099999999999838,0.29047022292231217,0.22060062907650613,0.014216535607980418
Set_0,-0.07000000000000028,2.101835290709475,1.5956581695667715,0.5402283531032004
