Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Set_1,0.7190000000000012,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_3,0.46300000000000097,12.764335875444788,7.4791857238096675,9.849602513346845
Set_0,0.24399999999999977,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_9,0.1070000000000011,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_11,-0.05400000000000027,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_4,-0.1739999999999995,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_7,-0.30599999999999916,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_8,-0.4770000000000003,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_10,-0.48299999999999876,11.481567629897604,6.739639374253869,9.44203275417388
Set_6,-1.3650000000000002,11.481567629897604,6.739639374253869,9.44203275417388
Dynamic_Region_All_Combined,-1.8599999999999994,43.99419982876628,28.27485697452674,14.74043962342253
