Experiment,Relative Variance
Original Model,1.0
Stage 5 (Full),1.6677375938472077
Stage 4 (Full),1.1397168537608715
Stage 3 (Full),0.28233270456790943
Stage 2 (Full),0.4345615256498884
Stage 2-5,1.029206205786317
Stage 3-5,1.0649513965045172
Stage 4-5,1.1397168537608715
Last 2,1.6677375938472077
