Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_JF,0.4871327254305979,0.0,0.0,0.5136424340523539,0.5379310344827586
Original Model_JF,0.4745694022289766,1.0,1.0,0.2801503729708658,1.0
Original Model_Kevin,1.0,1.0,1.0,0.8740738500847383,1.0
Last 2_Kevin,0.8828774062816617,0.0,0.0,0.0342351574267822,0.5379310344827586
Stage 4_JF,0.4990881458966565,0.0,0.0,0.0,0.5379310344827586
Stage 3_Kevin,0.8196555217831816,0.8291318510126044,0.3165274040504178,0.6574668035550804,0.4689655172413793
Stage 2_JF,0.0,0.976703016569891,0.5756974932729075,0.2643530149657424,0.0
Stage 3_JF,0.3803444782168185,0.8291318510126044,0.3165274040504178,0.3005395585078147,0.4689655172413793
Stage 4_Kevin,0.9171225937183386,0.0,0.0,0.728590838302126,0.5379310344827586
Stage 2_Kevin,0.5497467071935157,0.976703016569891,0.5756974932729075,0.9138628567696924,0.0
Stage 4-5_JF,0.4990881458966565,0.0,0.0,0.7557239299357517,0.5379310344827586
Stage 2-5_JF,0.0644376899696048,0.976703016569891,0.5756974932729075,0.0910947742817738,0.0
Stage 3-5_JF,0.3803444782168185,0.8291318510126044,0.3165274040504178,1.0,0.4689655172413793
Stage 4-5_Kevin,0.9171225937183386,0.0,0.0,0.7822664829140976,0.5379310344827586
Stage 3-5_Kevin,0.8172239108409323,0.8291318510126044,0.3165274040504178,0.718356342756349,0.4689655172413793
