Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_Kevin,0.8839570063694271,0.0,0.0,0.7924011547651221,0.5379310344827586
Original Model_Kevin,1.0,1.0,1.0,0.7400013147947337,1.0
Stage 4_JF,0.5069665605095544,0.0,0.0,0.49765101236665693,0.5379310344827586
Last 2_JF,0.49522292993630607,0.0,0.0,0.6059525502700811,0.5379310344827586
Stage 4_Kevin,0.9315286624203826,0.0,0.0,0.5828017723050074,0.5379310344827586
Stage 3_JF,0.3903264331210192,0.8291318510126044,0.3165274040504178,0.8927182182647407,0.4689655172413793
Stage 2_JF,0.0800159235668792,0.976703016569891,0.5756974932729075,0.7289858131498763,0.0
Stage 3_Kevin,0.8218550955414017,0.8291318510126044,0.3165274040504178,0.8139191325194238,0.4689655172413793
Stage 4 last 2 conv_JF,0.554737261146497,1.0,1.0,0.8316093307906138,0.6436781609195402
Stage 3-5_JF,0.41978503184713384,0.8291318510126044,0.3165274040504178,0.6780934759267571,0.4689655172413793
Stage 4-5_Kevin,0.9175955414012743,0.0,0.0,0.840872356822755,0.5379310344827586
Stage 4 last 2 conv_Kevin,0.9723328025477709,1.0,1.0,1.0,0.6436781609195402
Stage 2-5_Kevin,0.5567277070063696,0.976703016569891,0.5756974932729075,0.7411866756725619,0.0
Stage 3 last 2 conv_JF,0.4454617834394908,1.0,1.0,0.8828455033640785,0.6436781609195402
Stage 4 first 2 conv_JF,0.5264729299363061,1.0,1.0,0.026643958986930075,0.6436781609195402
Stage 1 last 2 conv_Kevin,0.707006369426752,0.9961407732615777,0.7530094887409715,0.0,0.42298850574712643
Stage 3 last 2 conv_Kevin,0.8879378980891722,1.0,1.0,0.9579265459459071,0.6436781609195402
Stage 2 first 2 conv_JF,0.0756369426751594,0.9790988056460369,0.614030118491243,0.7362744750240839,0.12873563218390804
Stage 2 last 2 conv_Kevin,0.5354299363057329,0.9790988056460369,0.6655808903365906,0.8569291588091771,0.5149425287356322
Stage 2 last 2 conv_JF,0.0,0.9790988056460369,0.6655808903365906,0.8493504617785251,0.5149425287356322
Stage 3 first 2 conv_JF,0.27229299363057335,1.0,1.0,0.9143404276856216,0.6436781609195402
Stage 3 first 2 conv_Kevin,0.7430334394904461,1.0,1.0,0.900946319851789,0.6436781609195402
