Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Stage 3_JF,26.162,11282900,30714494976,0.020952376174926755,670.2890625
Stage 4_Kevin,32.064,10158836,29835657216,0.01046291992664337,681.5390625
Last 2_JF,27.108,10158836,29835657216,0.0200356032371521,681.5390625
Original Model_Kevin,32.156,11514548,32612155392,0.021849793481826786,756.9140625
Stage 3_Kevin,30.554,11282900,30714494976,0.010830772733688354,670.2890625
Last 2_Kevin,31.394,10158836,29835657216,0.019665998411178588,681.5390625
Stage 4-5_JF,27.586,10158836,29835657216,0.019354198408126834,681.5390625
Stage 3-5_Kevin,30.554,11282900,30714494976,0.010918332862854003,670.2890625
Stage 2-5_JF,23.488,11482964,31434080256,0.010493860793113706,593.7890625
Stage 2_Kevin,27.914,11482964,31434080256,0.020997433662414553,593.7890625
Stage 4-5_Kevin,32.116,10158836,29835657216,0.019457942581176755,681.5390625
Stage 4 last 2 conv_Kevin,32.278,11514548,32612155392,0.02163874702453613,698.7890625
Stage 1-5_Kevin,29.476,11508692,31844597760,0.0210211570262909,626.7890625
Stage 1-5_JF,24.106,11508692,31844597760,0.021170614433288572,626.7890625
