Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_Kevin,31.256,10158836,29835657216,0.02042908148765564,681.5390625
Original Model_Kevin,32.422,11514548,32612155392,0.01987576475143433,756.9140625
