Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_Kevin,0.7701104100946377,0.0,0.0,1.0,0.0
Original Model_Kevin,1.0,1.0,1.0,0.822222851042595,1.0
Stage 4_JF,0.02326498422712907,0.0,0.0,0.0,0.0
Last 2_JF,0.0,0.0,0.0,0.36743506558519035,0.0
