name,ΔAcc,ΔParams(%)
Last 2_JF,0.0,0.0
Original Model_JF,-0.12400000000000233,13.345150960208432
Original Model_Kevin,5.061999999999998,13.345150960208432
Last 2_Kevin,3.905999999999999,0.0
Stage 4_JF,0.11799999999999855,0.0
Stage 3_Kevin,3.282,11.064889717680254
Stage 2_JF,-4.808,13.034249199416154
Stage 3_JF,-1.054000000000002,11.064889717680254
Stage 4_Kevin,4.244,0.0
Stage 2_Kevin,0.6179999999999986,13.034249199416154
Stage 4-5_JF,0.11799999999999855,0.0
Stage 2-5_JF,-4.172000000000001,13.034249199416154
Stage 3-5_JF,-1.054000000000002,11.064889717680254
Stage 4-5_Kevin,4.244,0.0
Stage 3-5_Kevin,3.257999999999999,11.064889717680254
Stage 4 last 2 conv_Kevin,4.793999999999997,13.345150960208432
Stage 4 last 2 conv_JF,0.597999999999999,13.345150960208432
Stage 1-5_JF,-3.862000000000002,13.287506560791021
Stage 3 last 2 conv_JF,-0.5,13.345150960208432
Stage 2-5_Kevin,0.6179999999999986,13.034249199416154
Stage 3 last 2 conv_Kevin,3.9579999999999984,13.345150960208432
Stage 2 last 2 conv_JF,-4.976000000000003,13.066221366306142
Stage 2 last 2 conv_Kevin,0.509999999999998,13.066221366306142
Stage 1 last 2 conv_JF,-2.3800000000000026,13.293648996794516
Stage 1 last 2 conv_Kevin,2.0859999999999985,13.293648996794516
Stage 1 first 2 conv_JF,-2.392000000000003,13.293648996794516
Stage 2 first 2 conv_Kevin,0.7159999999999975,13.066221366306142
Stage 1 first 2 conv_Kevin,2.5519999999999996,13.293648996794516
