name,ΔAcc,ΔParams(%)
Stage 3_JF,0.0,0.0
Stage 4_Kevin,5.902000000000001,-9.962545090357976
Last 2_JF,0.9460000000000015,-9.962545090357976
Original Model_Kevin,5.994,2.0530891880633524
Stage 3_Kevin,4.3919999999999995,0.0
Last 2_Kevin,5.231999999999999,-9.962545090357976
Stage 4-5_JF,1.4239999999999995,-9.962545090357976
Stage 3-5_Kevin,4.3919999999999995,0.0
Stage 2-5_JF,-2.6739999999999995,1.7731611553767204
Stage 2_Kevin,1.7520000000000024,1.7731611553767204
Stage 4-5_Kevin,5.954000000000001,-9.962545090357976
Stage 4 last 2 conv_Kevin,6.116,2.0530891880633524
Stage 1-5_Kevin,3.314,2.0011876379299647
Stage 1-5_JF,-2.0559999999999974,2.0011876379299647
Stage 3-5_JF,-0.21199999999999974,0.0
Stage 4 last 2 conv_JF,1.9860000000000007,2.0530891880633524
Stage 3 last 2 conv_JF,0.4700000000000024,2.0530891880633524
Stage 1 last 2 conv_JF,-1.404,2.006718130976965
Stage 1 first 2 conv_JF,-1.2459999999999987,2.006718130976965
Stage 3 first 2 conv_JF,-1.5700000000000003,2.0530891880633524
Stage 2 first 2 conv_Kevin,1.4440000000000026,1.8019480807239272
Stage 4 first 2 conv_Kevin,4.068000000000001,2.0530891880633524
Stage 3 last 2 conv_Kevin,4.8919999999999995,2.0530891880633524
Stage 1 last 2 conv_Kevin,3.524000000000001,2.006718130976965
