name,ΔAcc,ΔParams(%)
Original Model_JF,0.0,0.0
Stage 4_JF,0.24200000000000088,-11.773905497636555
Last 2_Kevin,4.030000000000001,-11.773905497636555
Original Model_Kevin,5.186,0.0
Stage 4_Kevin,4.368000000000002,-11.773905497636555
Stage 4-5_JF,0.18200000000000216,-11.773905497636555
Stage 3_Kevin,3.4060000000000024,-2.0117854387336784
Stage 2-5_Kevin,0.7560000000000002,-0.2742964812861087
Stage 3-5_Kevin,3.4060000000000024,-2.0117854387336784
Stage 4-5_Kevin,4.508000000000003,-11.773905497636555
Stage 2_JF,-4.6839999999999975,-0.2742964812861087
Stage 3-5_JF,-0.9299999999999997,-2.0117854387336784
Stage 1-5_JF,-3.7379999999999995,-0.050857402305327135
Stage 2 last 2 conv_Kevin,0.6340000000000003,-0.24608868711129606
Stage 3 last 2 conv_Kevin,4.004000000000001,0.0
Stage 3 last 2 conv_JF,-0.37599999999999767,0.0
