Model,FLOPs,Inference Time (s)
Original Model_JF,32612155392.0,0.021075100708007815
Stage 4_JF,29835657216.0,0.016941543912887574
Last 2_Kevin,29835657216.0,0.010654625511169436
Original Model_Kevin,32612155392.0,0.019192180824279783
Stage 4_Kevin,29835657216.0,0.02036994891166687
Stage 4-5_JF,29835657216.0,0.01057847993373871
Stage 3_Kevin,30714494976.0,0.021024361610412594
