Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_Kevin,0.8744616709732992,0.0,0.0,0.7924011547651221,0.5379310344827586
Original Model_Kevin,1.0,1.0,1.0,0.7400013147947337,1.0
Stage 4_JF,0.4666236003445307,0.0,0.0,0.49765101236665693,0.5379310344827586
Last 2_JF,0.45391903531438443,0.0,0.0,0.6059525502700811,0.5379310344827586
Stage 4_Kevin,0.9259259259259264,0.0,0.0,0.5828017723050074,0.5379310344827586
Stage 3_JF,0.34043927648578814,0.8291318510126044,0.3165274040504178,0.8927182182647407,0.4689655172413793
Stage 2_JF,0.004737295434969907,0.976703016569891,0.5756974932729075,0.7289858131498763,0.0
Stage 3_Kevin,0.8072782084409995,0.8291318510126044,0.3165274040504178,0.8139191325194238,0.4689655172413793
Stage 4 last 2 conv_JF,0.5183031869078383,1.0,1.0,0.8316093307906138,0.6436781609195402
Stage 3-5_JF,0.3723083548664944,0.8291318510126044,0.3165274040504178,0.6780934759267571,0.4689655172413793
Stage 4-5_Kevin,0.910852713178295,0.0,0.0,0.840872356822755,0.5379310344827586
Stage 4 last 2 conv_Kevin,0.9700689061154179,1.0,1.0,1.0,0.6436781609195402
Stage 2-5_Kevin,0.5204565030146427,0.976703016569891,0.5756974932729075,0.7411866756725619,0.0
Stage 3 last 2 conv_JF,0.40008613264427245,1.0,1.0,0.8828455033640785,0.6436781609195402
Stage 4 first 2 conv_JF,0.48772609819121476,1.0,1.0,0.026643958986930075,0.6436781609195402
Stage 1 last 2 conv_Kevin,0.6830318690783811,0.9961407732615777,0.7530094887409715,0.0,0.42298850574712643
Stage 3 last 2 conv_Kevin,0.878768303186908,1.0,1.0,0.9579265459459071,0.6436781609195402
Stage 2 first 2 conv_JF,0.0,0.9790988056460369,0.614030118491243,0.7362744750240839,0.12873563218390804
