Model,Params,Time,Accuracy
Last 2_JF,10158836,0.019379873514175413,27.35
Last 2_Kevin,10158836,0.017343247938156125,31.256
Original Model_JF,11514548,0.018387948846817014,27.226
Original Model_Kevin,11514548,0.020911063957214357,32.412
