Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_JF,27.35,10158836,29835657216,0.019379873514175413,681.5390625
Original Model_JF,27.226,11514548,32612155392,0.018387948846817014,756.9140625
Original Model_Kevin,32.412,11514548,32612155392,0.020911063957214357,756.9140625
Last 2_Kevin,31.256,10158836,29835657216,0.017343247938156125,681.5390625
Stage 4_JF,27.468,10158836,29835657216,0.017197809600830078,681.5390625
Stage 3_Kevin,30.632,11282900,30714494976,0.019990870475769043,670.2890625
Stage 2_JF,22.542,11482964,31434080256,0.01832083826065064,593.7890625
Stage 3_JF,26.296,11282900,30714494976,0.018474566507339477,670.2890625
Stage 4_Kevin,31.594,10158836,29835657216,0.02029302072525024,681.5390625
Stage 2_Kevin,27.968,11482964,31434080256,0.021080096244812007,593.7890625
Stage 4-5_JF,27.468,10158836,29835657216,0.020408287954330445,681.5390625
Stage 2-5_JF,23.178,11482964,31434080256,0.017584799861907956,593.7890625
Stage 3-5_JF,26.296,11282900,30714494976,0.02144602541923523,670.2890625
Stage 4-5_Kevin,31.594,10158836,29835657216,0.02052104644775391,681.5390625
Stage 3-5_Kevin,30.608,11282900,30714494976,0.020249542379379273,670.2890625
Stage 4 last 2 conv_Kevin,32.144,11514548,32612155392,0.020450345659255974,698.7890625
Stage 4 last 2 conv_JF,27.948,11514548,32612155392,0.022122052812576294,698.7890625
Stage 1-5_JF,23.488,11508692,31844597760,0.01776972637176514,626.7890625
Stage 3 last 2 conv_JF,26.85,11514548,32612155392,0.0193014066696167,698.7890625
Stage 2-5_Kevin,27.968,11482964,31434080256,0.017212350511550907,593.7890625
Stage 3 last 2 conv_Kevin,31.308,11514548,32612155392,0.01856489267349243,698.7890625
Stage 2 last 2 conv_JF,22.374,11486212,31683641344,0.02041353588104248,677.7890625
Stage 2 last 2 conv_Kevin,27.86,11486212,31683641344,0.019839323377609255,677.7890625
Stage 1 last 2 conv_JF,24.97,11509316,31926386688,0.021638971042633053,662.7890625
Stage 1 last 2 conv_Kevin,29.436,11509316,31926386688,0.021812207937240598,662.7890625
Stage 1 first 2 conv_JF,24.958,11509316,31926386688,0.02069740772247315,662.7890625
Stage 2 first 2 conv_Kevin,28.066,11486212,31540510720,0.017704603099822996,614.7890625
Stage 1 first 2 conv_Kevin,29.902,11509316,31926386688,0.019877467203140257,662.7890625
