Candidate Block,Delta Acc (%),Params Red. (%),FLOPs Red. (%),Memory Red. (%)
Set_11,-7.413000000000004,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_8,-7.807000000000002,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_9,-8.280000000000001,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_2,-8.374000000000002,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_10,-8.692,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_7,-9.971000000000004,18.750587687998298,11.009473015085502,11.072311790865763
Set_3,-10.545000000000002,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_12,-10.856000000000002,1.1402384404863852,0.6651265911099435,6.996614199136042
Dynamic_Region_All_Combined,-11.017000000000003,29.10775352241628,21.20808074543792,11.072311790865763
Set_0,-11.213000000000001,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_6,-11.533999999999999,1.1402384404863852,0.6651265911099435,6.996614199136042
Set_1,-13.54,0.4750993502026568,1.1085443185165689,6.996614199136042
Set_4,-17.161,0.4750993502026568,1.1085443185165689,6.996614199136042
