Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
ConvNeXt,CIFAR-100,Set_12,False,"['features.6.1.pwconv1', 'features.6.2.pwconv2']",1.5539999999999985,32.02818594152753,9.78967398625893,2.7922805078460122
ConvNeXt,CIFAR-100,Set_11,False,"['features.6.0.dwconv', 'features.6.0.pwconv2']",2.1720000000000006,16.933588767950482,5.176478512730698,1.1169122031384093
ConvNeXt,CIFAR-100,Set_2,False,"['features.3.1', 'features.4.0.pwconv1']",3.0120000000000005,39.568602074744305,47.369661861780955,27.92280507846018
ConvNeXt,CIFAR-100,Set_3,False,"['features.4.1.dwconv', 'features.4.1.pwconv1']",3.3320000000000007,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_4,False,"['features.4.2.dwconv', 'features.4.2.pwconv1']",3.4559999999999995,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_5,False,"['features.4.3.dwconv', 'features.4.3.pwconv1']",3.4879999999999995,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_6,False,"['features.4.4.dwconv', 'features.4.4.pwconv1']",3.564,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_7,False,"['features.4.5.dwconv', 'features.4.5.pwconv1']",3.6320000000000014,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_8,False,"['features.4.6.dwconv', 'features.4.6.pwconv1']",3.6499999999999986,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_9,False,"['features.4.7.dwconv', 'features.4.7.pwconv1']",3.693999999999999,4.238214909487848,5.179846423279,2.2338244062768187
ConvNeXt,CIFAR-100,Set_10,False,"['features.4.8.dwconv', 'features.4.8.pwconv1']",3.7620000000000005,4.238214909487848,5.179846423279,2.2338244062768187
