Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
ConvNeXt,TinyImageNet,Set_0,False,"['features.2.1.dwconv', 'features.2.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_1,False,"['features.3.1', 'features.4.0.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_2,False,"['features.4.1.dwconv', 'features.4.1.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_3,False,"['features.4.2.dwconv', 'features.4.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_4,False,"['features.4.3.dwconv', 'features.4.3.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_5,False,"['features.4.4.dwconv', 'features.4.4.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_6,False,"['features.4.5.dwconv', 'features.4.5.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_7,False,"['features.4.6.dwconv', 'features.4.6.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_8,False,"['features.4.7.dwconv', 'features.4.7.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_9,False,"['features.4.8.dwconv', 'features.4.8.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_10,False,"['features.5.1', 'features.6.0.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_11,False,"['features.6.1.dwconv', 'features.6.1.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_12,False,"['features.6.2.dwconv', 'features.6.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Dynamic_Region_All_Combined,False,"[['features.2.1.dwconv', 'features.2.2.pwconv1'], ['features.3.1', 'features.4.0.pwconv1'], ['features.4.1.dwconv', 'features.4.1.pwconv1'], ['features.4.2.dwconv', 'features.4.2.pwconv1'], ['features.4.3.dwconv', 'features.4.3.pwconv1'], ['features.4.4.dwconv', 'features.4.4.pwconv1'], ['features.4.5.dwconv', 'features.4.5.pwconv1'], ['features.4.6.dwconv', 'features.4.6.pwconv1'], ['features.4.7.dwconv', 'features.4.7.pwconv1'], ['features.4.8.dwconv', 'features.4.8.pwconv1'], ['features.5.1', 'features.6.0.pwconv1'], ['features.6.1.dwconv', 'features.6.1.pwconv1'], ['features.6.2.dwconv', 'features.6.2.pwconv1']]",2.3199999999999985,95.7586506978927,73.11506411403855,43.099213608436756
ConvNeXt,TinyImageNet,Control (Continued),False,None,0.0,0.0,0.0,0.0
ConvNeXt,TinyImageNet,Set_0,True,"['features.2.1.dwconv', 'features.2.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_1,True,"['features.3.1', 'features.4.0.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_2,True,"['features.4.1.dwconv', 'features.4.1.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_3,True,"['features.4.2.dwconv', 'features.4.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_4,True,"['features.4.3.dwconv', 'features.4.3.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_5,True,"['features.4.4.dwconv', 'features.4.4.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_6,True,"['features.4.5.dwconv', 'features.4.5.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_7,True,"['features.4.6.dwconv', 'features.4.6.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_8,True,"['features.4.7.dwconv', 'features.4.7.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_9,True,"['features.4.8.dwconv', 'features.4.8.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_10,True,"['features.5.1', 'features.6.0.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_11,True,"['features.6.1.dwconv', 'features.6.1.pwconv1']",,,,
ConvNeXt,TinyImageNet,Set_12,True,"['features.6.2.dwconv', 'features.6.2.pwconv1']",,,,
ConvNeXt,TinyImageNet,Dynamic_Region_All_Combined,True,"[['features.2.1.dwconv', 'features.2.2.pwconv1'], ['features.3.1', 'features.4.0.pwconv1'], ['features.4.1.dwconv', 'features.4.1.pwconv1'], ['features.4.2.dwconv', 'features.4.2.pwconv1'], ['features.4.3.dwconv', 'features.4.3.pwconv1'], ['features.4.4.dwconv', 'features.4.4.pwconv1'], ['features.4.5.dwconv', 'features.4.5.pwconv1'], ['features.4.6.dwconv', 'features.4.6.pwconv1'], ['features.4.7.dwconv', 'features.4.7.pwconv1'], ['features.4.8.dwconv', 'features.4.8.pwconv1'], ['features.5.1', 'features.6.0.pwconv1'], ['features.6.1.dwconv', 'features.6.1.pwconv1'], ['features.6.2.dwconv', 'features.6.2.pwconv1']]",2.3119999999999994,95.7586506978927,73.11506411403855,70.53509609427952
ConvNeXt,TinyImageNet,Control (Continued),True,None,0.025000000000000355,0.0,0.0,49.965016872071075
