Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Last 2_Kevin,65.056,29188170,161195491328,0.04288576116561889,1701.01953125
Stage 3_Kevin,50.382,32203082,123046199296,0.023194276762008664,1521.01953125
Original Model_JF,60.356,33646666,170324393984,0.046485390377044675,1713.01953125
Original Model_Kevin,59.38,33646666,170324393984,0.046485091495513914,1713.01953125
Last 2_JF,67.102,29188170,161195491328,0.04301422424316406,1701.01953125
Stage 3_JF,55.13,32203082,123046199296,0.03939292030334472,1521.01953125
Stage 4_JF,68.802,27875914,123062976512,0.04147205743789674,1617.01953125
Stage 4_Kevin,66.43,27875914,123062976512,0.040755748844146726,1617.01953125
Stage 4-5_Kevin,68.456,20793418,108554878976,0.033262951850891107,1557.01953125
Stage 3-5_JF,49.904,25542474,64487424000,0.027628718566894535,1348.01953125
