Model,Accuracy,Params,FLOPs,Inference Time,Memory (MB)
Stage 4_JF,1.0,0.23878819264629725,0.6056209859475351,0.045995807105243994,0.7697841726618705
Last 2_JF,0.9366168752523214,0.28303124460555845,0.9238226904432739,0.8401412518223798,0.9712230215827338
Original Model_JF,0.7096622258107925,0.433350595546349,1.0,0.93060415616254,1.0
Stage 3-5_JF,0.3580271834208048,0.16011565682720524,0.11682970792573019,0.40751698723244073,0.12470023980815348
Stage 2-5_JF,0.0015475709864082683,1.0,0.0,0.0,0.0
Stage 3_JF,0.5315569909837167,0.3846797859485586,0.6054809862975342,0.3091312153915191,0.539568345323741
Stage 3_Kevin,0.43453101870542304,0.3846797859485586,0.6054809862975342,0.7837157053445551,0.539568345323741
Stage 3-5_Kevin,0.39617817252052195,0.16011565682720524,0.11682970792573019,0.06445039632163088,0.12470023980815348
Stage 4-5_JF,0.9502758713497508,0.0,0.48455628860927846,0.5768397555069358,0.6258992805755396
Stage 4-5_Kevin,0.977526577849549,0.0,0.48455628860927846,0.1718572114378511,0.6258992805755396
Stage 4_Kevin,0.9140088817117482,0.23878819264629725,0.6056209859475351,0.8742865536191582,0.7697841726618705
Original Model_Kevin,0.6768268066209123,0.433350595546349,1.0,1.0,1.0
Stage 2-5_Kevin,0.0,1.0,0.0,0.003554474410999496,0.0
