name,ΔAcc,ΔParams(%)
Stage 4_JF,0.0,0.0
Stage 3_Kevin,-14.638000000000005,15.468588500047145
Stage 3_JF,-12.020000000000003,15.468588500047145
Original Model_Kevin,-10.04,20.628455863715416
Original Model_JF,-2.9380000000000024,20.628455863715416
Last 2_JF,3.1340000000000003,5.115812999837592
Last 2_Kevin,0.9639999999999986,5.115812999837592
Stage 4_Kevin,-1.1359999999999957,0.0
Stage 4-5_JF,-0.42600000000000193,-25.39183395290758
Stage 4-5_Kevin,-0.7040000000000077,-25.39183395290758
Stage 3-5_JF,-19.018,-8.439164071314435
Stage 3-5_Kevin,-17.664,-8.439164071314435
Stage 2-5_JF,-29.264000000000003,80.86729160669005
Stage 2-5_Kevin,-29.084000000000003,80.86729160669005
