Model,FLOPs,Inference Time (s)
Last 2_Kevin,161195491328.0,0.04288576116561889
Stage 3_Kevin,123046199296.0,0.023194276762008664
Original Model_JF,170324393984.0,0.046485390377044675
Original Model_Kevin,170324393984.0,0.046485091495513914
Last 2_JF,161195491328.0,0.04301422424316406
Stage 3_JF,123046199296.0,0.03939292030334472
Stage 4_JF,123062976512.0,0.04147205743789674
Stage 4_Kevin,123062976512.0,0.040755748844146726
