name,ΔAcc,ΔParams(%)
Stage 4_JF,0.0,0.0
Original Model_Kevin,-10.398000000000003,20.701570538637764
Original Model_JF,-4.768000000000008,20.701570538637764
Stage 3_JF,-12.74600000000001,15.522963659595163
Stage 4_Kevin,-1.5180000000000007,0.0
Stage 3_Kevin,-17.802000000000007,15.522963659595163
Stage 4-5_Kevin,-0.29400000000001114,-25.407224315586568
Stage 4-5_JF,-0.41200000000000614,-25.407224315586568
Stage 3-5_Kevin,-18.12400000000001,-8.370810729291243
Stage 3-5_JF,-17.82800000000001,-8.370810729291243
