Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
MobileNet,CIFAR-100,Control (Continued),False,None,0.0,0.0,0.0,0.0
MobileNet,CIFAR-100,Control (Continued),True,None,0.001999999999995339,0.0,0.0,50.0
