Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
MobileNet,TinyImageNet,Control (Continued),False,None,,,,
MobileNet,TinyImageNet,Control (Continued),True,None,,,,
