source_label,ConvNeXt (Finetuned),ConvNeXt (Original),InceptionNet (Finetuned),InceptionNet (Original),MobileNet (Original),RegNetX_400MF (Finetuned),RegNetX_400MF (Original),VGG16 (Finetuned),VGG16 (Original),XceptionNet (Finetuned),XceptionNet (Original)
ConvNeXt (Finetuned),0.9893,0.6353,0.4670999999999999,0.4931,0.6339,0.6541,0.7108,0.363,0.4982999999999999,0.4412,0.4526
ConvNeXt (Original),0.9901,0.7839,0.4706,0.4976,0.6403,0.6615,0.7173,0.3665,0.5032,0.4458999999999999,0.4579
InceptionNet (Finetuned),0.9894,0.6396999999999999,0.6402,0.527,0.6456999999999999,0.6619999999999999,0.7147,0.3838,0.5154000000000001,0.4636,0.472
InceptionNet (Original),0.9898,0.6394,0.488,0.7007,0.6427,0.6604,0.7137,0.3758,0.5142,0.4557,0.4653
MobileNet (Original),0.9895,0.6384000000000001,0.4721999999999999,0.5004,0.8160000000000001,0.6639999999999999,0.7199,0.3691,0.5076,0.4518,0.4648
RegNetX_400MF (Finetuned),0.9899,0.6407,0.469,0.4973999999999999,0.6458999999999999,0.8068,0.7365999999999999,0.3689,0.5037,0.4516,0.4636
RegNetX_400MF (Original),0.9889,0.6397999999999999,0.4695,0.4959,0.6409,0.6828000000000001,0.8482000000000001,0.3663999999999999,0.5026999999999999,0.4476,0.4570999999999999
VGG16 (Finetuned),0.9892,0.6365000000000001,0.4704,0.499,0.6376,0.6585,0.7117,0.7274,0.5515,0.4488,0.4589999999999999
VGG16 (Original),0.9901,0.6372,0.4713,0.5,0.6389,0.6581,0.7132000000000001,0.4275,0.7956,0.4491,0.4604
XceptionNet (Finetuned),0.9897,0.6405000000000001,0.4815,0.5099,0.6462,0.6658,0.7154,0.3819,0.5179,0.6352,0.5044
XceptionNet (Original),0.9897,0.6393,0.481,0.5084,0.6476999999999999,0.6666000000000001,0.7175,0.3834999999999999,0.5185,0.4878,0.6878
