model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar100|epochs200_pretrain200,Finetuned,DeepFool,ConvNeXt (Finetuned),2551876,0.0081,0.0009,0.0009,0.9919,0.9991,0.9991,0.0072,0.888888888888889,0.11111111111111112
ConvNeXt,Cifar100|epochs3_pretrain3,Finetuned,DeepFool,ConvNeXt (Finetuned),2551876,0.0144,0.0007,0.0007,0.9856,0.9993,0.9993,0.0137,0.951388888888889,0.04861111111111111
ConvNeXt,Cifar100|epochs300_pretrain100,Finetuned,DeepFool,ConvNeXt (Finetuned),2551876,0.0077,0.0004,0.0004,0.9923,0.9996,0.9996,0.0073,0.948051948051948,0.05194805194805195
ConvNeXt,Cifar100|epochs100_pretrain300,Finetuned,DeepFool,ConvNeXt (Finetuned),2551876,0.0093,0.001,0.001,0.9907,0.999,0.999,0.008299999999999998,0.8924731182795698,0.10752688172043012
ConvNeXt,Cifar100|epochs200_pretrain200,Original,DeepFool,ConvNeXt (Original),27897028,0.416,0.0131,0.0131,0.5840000000000001,0.9869,0.9869,0.4029,0.9685096153846153,0.03149038461538462
ConvNeXt,Cifar100|epochs3_pretrain3,Original,DeepFool,ConvNeXt (Original),27897028,0.2408,0.0044,0.0044,0.7592,0.9956,0.9956,0.2364,0.9817275747508306,0.018272425249169437
ConvNeXt,Cifar100|epochs300_pretrain100,Original,DeepFool,ConvNeXt (Original),27897028,0.412,0.0147,0.0147,0.5880000000000001,0.9853,0.9853,0.3973,0.9643203883495146,0.035679611650485436
ConvNeXt,Cifar100|epochs100_pretrain300,Original,DeepFool,ConvNeXt (Original),27897028,0.4119,0.0129,0.0129,0.5881000000000001,0.9871,0.9871,0.39899999999999997,0.9686817188638018,0.031318281136198105
