model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
MobileNet,Cifar100_epochs200_pretrain200,Control_Continuted,DeepFool,MobileNet (Control Continued),3309476,0.4368,0.0378,0.0378,0.5631999999999999,0.9621999999999999,0.9621999999999999,0.399,0.9134615384615384,0.08653846153846154
