model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
InceptionNet,Cifar100,Finetuned,PGD,InceptionNet (Finetuned),3901476,0.5741,0.0847,0.0847,0.42589999999999995,0.9153,0.9153,0.48940000000000006,0.8524647273994078,0.1475352726005922
InceptionNet,Cifar100,Original,PGD,InceptionNet (Original),6083332,0.5491,0.0601,0.0601,0.45089999999999997,0.9399,0.9399,0.48900000000000005,0.8905481697322892,0.1094518302677108
