model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar10|epochs3_pretrain3,Finetuned,FGSM,XceptionNet (Finetuned),11193490,0.6748,0.2276,0.2276,0.32520000000000004,0.7724,0.7724,0.44719999999999993,0.6627148784825133,0.3372851215174867
XceptionNet,Cifar10|epochs200_pretrain200,Finetuned,FGSM,XceptionNet (Finetuned),13839874,0.8846,0.4413,0.4413,0.11539999999999995,0.5587,0.5587,0.4433,0.501130454442686,0.49886954555731405
XceptionNet,Cifar10|epochs100_pretrain300,Finetuned,FGSM,XceptionNet (Finetuned),11193490,0.8875,0.4432,0.4432,0.11250000000000004,0.5568,0.5568,0.4443,0.5006197183098592,0.49938028169014087
XceptionNet,Cifar10|epochs300_pretrain100,Finetuned,FGSM,XceptionNet (Finetuned),13839874,0.8751,0.4149,0.4149,0.12490000000000001,0.5851,0.5851,0.4602,0.5258827562564279,0.47411724374357217
XceptionNet,Cifar10|epochs3_pretrain3,Original,FGSM,XceptionNet (Original),20827442,0.6504,0.2242,0.2242,0.3496,0.7758,0.7758,0.42619999999999997,0.6552890528905289,0.34471094710947114
XceptionNet,Cifar10|epochs200_pretrain200,Original,FGSM,XceptionNet (Original),20827442,0.8806,0.4271,0.4271,0.11939999999999995,0.5729,0.5729,0.45350000000000007,0.5149897796956621,0.4850102203043379
XceptionNet,Cifar10|epochs100_pretrain300,Original,FGSM,XceptionNet (Original),20827442,0.8712,0.404,0.404,0.12880000000000003,0.596,0.596,0.46719999999999995,0.5362718089990817,0.46372819100091833
XceptionNet,Cifar10|epochs300_pretrain100,Original,FGSM,XceptionNet (Original),20827442,0.8827,0.4302,0.4302,0.11729999999999996,0.5698,0.5698,0.4525,0.5126316981987085,0.4873683018012915
