model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
XceptionNet,Cifar100,Finetuned,FGSM,XceptionNet (Finetuned),13481196,0.601,0.1678,0.1678,0.399,0.8322,0.8322,0.4332,0.7207986688851913,0.27920133111480866
XceptionNet,Cifar100,Original,FGSM,XceptionNet (Original),21011852,0.5918,0.1507,0.1507,0.4082,0.8492999999999999,0.8492999999999999,0.4411,0.7453531598513011,0.25464684014869887
